,Object,X1,Y1,X2,Y2,MidX,MidY,Length,Z1x,Z1y,Z2x,Z2y,Z1,Z2,Interp_distance1,Interp_distance2,Zdiff,Zdiffsmooth,UniqueID
1000,8,867126.960001627,1441032.8713024526,867142.0004086604,1440966.2904139066,867134.4811755321,1440999.576562463,1516.2844018480723,867150.0,1441070.0,867150.0,1440920.0,-8589.32421875,-8498.671875,43.69647247309765,46.97654607612081,-90.65234375,,8_1516.2844018480723
1089,8,867253.9978582811,1441063.5254048533,867272.6817988064,1440994.4672132113,867263.3344553441,1441029.0161690533,1648.464408571304,867250.0,1441070.0,867250.0,1440970.0,-8598.4306640625,-8506.1806640625,7.609418713011454,33.36328100508431,-92.25,,8_1648.464408571304
1090,8,867258.2130536005,1441064.5425270903,867273.9873641761,1440994.7487120028,867266.1011451664,1441029.6414769616,1651.300882183562,867250.0,1441070.0,867250.0,1440970.0,-8598.4306640625,-8506.1806640625,9.860946202322463,34.46581474318643,-92.25,,8_1651.300882183562
1091,8,867256.9145919776,1441064.2292096543,867275.6148412068,1440995.0996196081,867266.259345075,1441029.6842716276,1651.4647681027511,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,9.006309090364612,34.99466922035691,-86.7978515625,,8_1651.4647681027511
1092,8,867261.1297880912,1441065.246332083,867276.9204076274,1440995.381118626,867269.0260334148,1441030.309586012,1654.3012416966335,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,12.10246014744587,34.305520937590096,-86.7978515625,,8_1654.3012416966335
1093,8,867259.8313255894,1441064.9330144345,867278.5478836914,1440995.732026023,867269.1842348016,1441030.352374208,1654.4651273534,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,11.060257933990028,33.501200834768895,-86.7978515625,,8_1654.4651273534
1094,8,867264.046522581,1441065.9501370753,867279.8534510809,1440996.01352525,867271.9509216652,1441030.9776950562,1657.3016009324472,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,14.618693044460874,32.90268878494393,-86.7978515625,,8_1657.3016009324472
1095,8,867262.7480591994,1441065.6368192146,867281.4809261768,1440996.364432438,867272.1091245239,1441031.0204767943,1657.4654863242122,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,13.474062487552246,32.218618732816175,-86.7978515625,,8_1657.4654863242122
1096,8,867266.9632570724,1441066.6539420679,867282.7864945323,1440996.6459318735,867274.8758099168,1441031.6458040937,1660.3019598908397,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,17.290118397185378,31.722396755192776,-86.7978515625,,8_1660.3019598908397
1097,8,867265.6647928611,1441066.3406240072,867284.4139686247,1440996.996838845,867275.0340142499,1441031.6885793884,1660.4658450239983,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,16.086539964760423,31.17296395372407,-86.7978515625,,8_1660.4658450239983
1098,8,867269.8799915592,1441067.3577470595,867285.719537982,1440997.2783384963,867277.8006981667,1441032.313913124,1663.3023185698269,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,20.05481401048146,30.790247588610526,-86.7978515625,,8_1663.3023185698269
1099,8,867268.581526519,1441067.0444287986,867287.3470110754,1440997.6292452528,867277.9589039717,1441032.3566819886,1663.4662034456362,867250.0,1441070.0,867300.0,1440970.0,-8598.4306640625,-8511.6328125,18.815114373928864,30.38870385467829,-86.7978515625,,8_1663.4662034456362
1834,8,868369.2780278737,1441160.058201719,868377.1365351172,1441103.2288946724,868373.2104566899,1441131.6205865697,2770.564202442697,868350.0,1441170.0,868400.0,1441070.0,-8752.2724609375,-8773.97265625,21.690590396724694,40.33481706410695,21.7001953125,-1.0129206730769231,8_2770.564202442697
