,Object,X1,Y1,X2,Y2,MidX,MidY,Length,Z1x,Z1y,Z2x,Z2y,Z1,Z2,Interp_distance1,Interp_distance2,Zdiff,Zdiffsmooth,UniqueID
215,2,864062.5296411515,1443313.6934745368,864105.3004526126,1443253.3447743626,864083.9034480464,1443283.5354901587,334.64319834443813,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,14.0272652646535,47.70163600624695,317.77001953125,,2_334.64319834443813
216,2,864064.3991530987,1443315.0446208124,864104.720791703,1443252.9603974677,864084.5785309623,1443283.9739340644,335.4481641833411,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,15.227980590103257,48.37928025987706,317.77001953125,,2_335.4481641833411
217,2,864064.9620832758,1443315.4514655045,864107.8017183166,1443255.0033798136,864086.3703135374,1443285.2437726492,337.6442914173255,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,15.638193693912179,44.7838541669196,317.77001953125,,2_337.6442914173255
218,2,864066.8315932298,1443316.8026103396,864107.2220566901,1443254.6190024433,864087.0453742688,1443285.6822485873,338.44925609932716,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,17.132595579578265,45.4590752178466,317.77001953125,,2_338.44925609932716
219,2,864067.3945253958,1443317.209456469,864110.3029840288,1443256.66198527,864088.8371789918,1443286.952055192,340.64538291236755,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,17.616942042951294,41.877866635660816,317.77001953125,,2_340.64538291236755
220,2,864069.2640333798,1443318.5605998805,864109.7233216697,1443256.277607414,864089.5122176097,1443287.390563057,341.4503464415448,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,19.31773420367525,42.55014542402397,317.77001953125,,2_341.4503464415448
221,2,864069.8269675185,1443318.9674474355,864112.8042497372,1443258.3205907238,864091.3040444077,1443288.660337785,343.646472834507,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,19.853836046967896,38.98631091365026,317.77001953125,,2_343.646472834507
222,2,864071.696473528,1443320.3185894198,864112.2245866656,1443257.9362123953,864091.9790609861,1443289.0988774747,344.45143521903714,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,21.698812473768086,39.654972247542375,317.77001953125,,2_344.45143521903714
223,2,864072.2594096414,1443320.7254384023,864115.3055154543,1443259.9791961836,864093.77090979,1443290.3686204315,346.6475611973006,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,22.271227592081786,36.11265383519391,317.77001953125,,2_346.6475611973006
224,2,864074.1289136931,1443322.0765789722,864114.7258516619,1443259.5948173772,864094.4459043996,1443290.8071918418,347.4525224416923,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,24.218105958933812,36.776804733346246,317.77001953125,,2_347.4525224416923
225,2,864074.6918517614,1443322.4834293672,864117.8067811738,1443261.6378016449,864096.2377751343,1443292.076903128,349.648648002824,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,24.816425303213922,33.26153483714079,317.77001953125,,2_349.648648002824
226,2,864076.5613538652,1443323.8345685292,864117.2271166611,1443261.2534223609,864096.9127478463,1443292.515506156,350.4536081124949,864050.0,1443320.0,864150.0,1443270.0,-7931.46826171875,-8249.23828125,26.836718036245852,33.91997203329467,317.77001953125,,2_350.4536081124949
511,2,864489.5646609459,1443477.8668827347,864502.7720164926,1443400.8479745341,864496.1665111858,1443439.368085925,783.095892639795,864500.0,1443520.0,864500.0,1443370.0,-8299.1533203125,-8289.7255859375,43.40617319766238,30.97227160371599,-9.427734375,2.1968149038461537,2_783.095892639795
531,2,864519.2669686225,1443482.0826784014,864532.475139102,1443405.0580245315,864525.8692264862,1443443.5810079766,813.1000009798114,864500.0,1443520.0,864550.0,1443370.0,-8299.1533203125,-8311.2685546875,42.531627727046164,39.19420663241024,12.115234375,-1.1419771634615385,2_813.1000009798114
751,2,864821.0150708582,1443592.7018058181,864853.8678852614,1443514.8856765328,864837.4459204709,1443553.7832187517,1146.2342565541007,864800.0,1443620.0,864850.0,1443470.0,-8341.837890625,-8344.0390625,34.45032088044304,45.05201986812907,2.201171875,0.6592548076923077,2_1146.2342565541007
2044,2,866402.8229704095,1444679.2721540385,866476.7486606666,1444606.7330231504,866439.7913861986,1444642.997122418,3106.5200360684744,866400.0,1444720.0,866500.0,1444620.0,-8249.412109375,-8273.091796875,40.82556305298869,26.770085086233884,23.6796875,-0.4948167067307692,2_3106.5200360684744
