,Object,X1,Y1,X2,Y2,MidX,MidY,Length,Z1x,Z1y,Z2x,Z2y,Z1,Z2,Interp_distance1,Interp_distance2,Zdiff,Zdiffsmooth,UniqueID
11,10,867433.004549949,1444107.923491499,867459.6566530335,1444157.627261122,867445.3978318137,1444131.035844949,25.947760952636127,867400.0,1444120.0,867500.0,1444170.0,-8539.123046875,-8559.7333984375,35.144592399262635,42.197989428485926,20.6103515625,,10_25.947760952636127
334,10,867224.8523226638,1444531.008369701,867247.7055234,1444578.0204672082,867236.2804136949,1444554.5174849483,517.2546887105316,867200.0,1444520.0,867250.0,1444620.0,-8506.201171875,-8494.755859375,27.18128299505549,42.04219066941063,-11.4453125,0.7037259615384616,10_517.2546887105316
446,10,867068.5766822066,1444608.6852900994,867100.0684458106,1444651.942350063,867084.316397756,1444630.3053501218,687.6981501609754,867050.0,1444620.0,867100.0,1444670.0,-8458.1201171875,-8461.0751953125,21.751224837707355,18.057779655205614,2.955078125,-0.8994891826923077,10_687.6981501609754
480,10,867027.7708740287,1444639.2794583647,867058.9745199058,1444682.1484134225,867043.3664688909,1444660.7053794856,738.709930007628,867050.0,1444620.0,867050.0,1444720.0,-8458.1201171875,-8437.810546875,29.425015824725765,38.90095903665319,-20.3095703125,1.1654897836538463,10_738.709930007628
492,10,867013.3688240714,1444650.0774001144,867044.4707813398,1444692.8093769695,867028.9135525426,1444671.4348012425,756.7141365135627,867000.0,1444620.0,867050.0,1444720.0,-8433.416015625,-8437.810546875,32.91466929337302,27.747112278232308,4.39453125,-1.3064152644230769,10_756.7141365135627
535,10,866961.3622868191,1444689.0693187318,866994.5141485243,1444729.5299672473,866977.9420352124,1444709.30430216,820.2284882433355,866950.0,1444670.0,867000.0,1444770.0,-8414.072265625,-8401.978515625,22.197758415091723,40.84015324922789,-12.09375,1.6878004807692308,10_820.2284882433355
673,10,866771.3858500827,1444714.8098107583,866772.621251203,1444769.4836411742,866772.0032082713,1444742.131573995,1033.1556609753263,866750.0,1444670.0,866800.0,1444770.0,-8336.2724609375,-8348.89453125,49.65152287653422,27.383617586543835,12.6220703125,-0.38236177884615385,10_1033.1556609753263
737,10,866675.9276290423,1444721.2978127664,866677.1899058963,1444776.367952723,866676.5587456368,1444748.8319302446,1128.8516587092793,866650.0,1444720.0,866650.0,1444720.0,-8266.3076171875,-8266.3076171875,25.96008986370729,62.58304144765793,0.0,5.432992788461538,10_1128.8516587092793
769,10,866628.0688235355,1444724.978033829,866629.3208702668,1444779.9126268364,866628.6948250226,1444752.4443703964,1176.8543247750831,866650.0,1444720.0,866650.0,1444720.0,-8266.3076171875,-8266.3076171875,22.48904893323783,63.38098501102425,0.0,0.0,10_1176.8543247750831
782,10,866605.7488797395,1444726.6943810382,866609.9879531479,1444781.3442180508,866607.8686425716,1444754.02221477,1197.7411829102498,866600.0,1444720.0,866600.0,1444720.0,-8255.904296875,-8255.904296875,8.824078180994915,62.15200959221851,0.0,0.8002554086538461,10_1197.7411829102498
786,10,866601.6292781669,1444727.0111679768,866605.867481962,1444781.649336534,866603.748305297,1444754.3292883667,1201.873269756496,866600.0,1444720.0,866600.0,1444720.0,-8255.904296875,-8255.904296875,7.197987478713402,61.927926169596745,0.0,0.0,10_1201.873269756496
802,10,866588.6829800637,1444728.0067055472,866571.7757559097,1444751.6672503937,866579.6463776246,1444740.6528345228,1229.5983547677122,866600.0,1444720.0,866600.0,1444720.0,-8255.904296875,-8255.904296875,13.862982145194634,42.41960280296487,0.0,-9.051156850961538,10_1229.5983547677122
