,Object,X1,Y1,X2,Y2,MidX,MidY,Length,Z1x,Z1y,Z2x,Z2y,Z1,Z2,Interp_distance1,Interp_distance2,Zdiff,Zdiffsmooth,UniqueID
0,24,865502.4898147301,1442975.6321090285,865493.4090342093,1442980.2155088403,865499.8425275456,1442976.96829104,1.1710688945977727,865500.0,1443020.0,865500.0,1443020.0,-8406.5244140625,-8406.5244140625,44.43769713483694,40.32674753673674,0.0,,24_1.1710688945977727
1,24,865501.551864946,1442969.068646175,865493.7189317803,1442980.2046977298,865497.2687501806,1442975.1579342915,4.317768988613332,865550.0,1442970.0,865500.0,1443020.0,-8407.568359375,-8406.5244140625,48.45708627388843,40.2879374100734,-1.0439453125,,24_4.317768988613332
2,24,865501.7472946226,1442970.436198515,865488.9978617091,1442980.3693973431,865496.6712298668,1442974.3910066092,5.289987377317954,865550.0,1442970.0,865500.0,1443020.0,-8407.568359375,-8406.5244140625,48.25467692756358,41.12945068826439,-1.0439453125,,24_5.289987377317954
3,24,865500.7904428828,1442963.7404660173,865488.2197243389,1442980.396543503,865494.1744310872,1442972.506616077,8.418074943841836,865500.0,1442920.0,865500.0,1443020.0,-8401.6328125,-8406.5244140625,43.7476075615508,41.31838163770731,4.8916015625,,24_8.418074943841836
4,24,865500.9888698821,1442965.128992633,865483.8026002913,1442980.550639632,865493.5466856866,1442971.807040883,9.358005654048917,865500.0,1442920.0,865500.0,1443020.0,-8401.6328125,-8406.5244140625,45.139825428436,42.645137949980025,4.8916015625,,24_9.358005654048917
5,24,865500.0254820493,1442958.3875227154,865482.7635993242,1442980.5868862995,865491.0813230665,1442969.8900129348,12.480986442111263,865500.0,1442920.0,865500.0,1443020.0,-8401.6328125,-8406.5244140625,38.3875311730046,43.01728768557484,4.8916015625,,24_12.480986442111263
6,24,865500.2262277863,1442959.7922750907,865478.4811725301,1442980.7362833696,865490.4369199169,1442969.220963252,13.409901345248208,865500.0,1442920.0,865500.0,1443020.0,-8401.6328125,-8406.5244140625,39.79291816272559,44.77386938061286,4.8916015625,,24_13.409901345248208
7,24,865499.2595688725,1442953.0279152282,865477.3236579809,1442980.776664511,865487.9886385903,1442967.2855505792,16.53078321870819,865500.0,1442920.0,865500.0,1443020.0,-8401.6328125,-8406.5244140625,33.03621380504974,45.30658378475593,4.8916015625,,24_16.53078321870819
8,24,865499.4618869472,1442954.443670304,865473.1170215069,1442980.9234175542,865487.3337018377,1442966.6339499254,17.45464769033943,865500.0,1442920.0,865450.0,1443020.0,-8401.6328125,-8402.1064453125,34.447873514487235,45.402378560933386,0.4736328125,,24_17.45464769033943
9,24,865498.4932726619,1442947.6656273974,865471.8915150145,1442980.966170668,865484.8961513031,1442964.6867405947,20.574467682984302,865500.0,1442920.0,865450.0,1443020.0,-8401.6328125,-8402.1064453125,27.70662676258273,44.75352792747828,0.4736328125,,24_20.574467682984302
10,24,865498.6966988398,1442949.0891366138,865467.7334099696,1442981.11123064,865484.233955757,1442964.046440433,21.49560135313922,865500.0,1442920.0,865450.0,1443020.0,-8401.6328125,-8402.1064453125,29.11831833826546,42.74120039829597,0.4736328125,,24_21.49560135313922
11,24,865497.2634719603,1442942.8778128272,865466.463721386,1442981.1555250934,865481.8037717558,1442962.0910189447,24.6148107844787,865500.0,1442920.0,865450.0,1443020.0,-8401.6328125,-8402.1064453125,23.040896368633568,42.18942228383935,0.4736328125,,24_24.6148107844787
