,index,Object,X1,Y1,X2,Y2,MidX,MidY,Z1,Z2,,,,,
3021,75,16,866857.4333,1438141.69,866900.5455,1438075.308,866878.9895,1438108.499,-8586.297852,-8547.976563,79.15327718,39.57681018,39.576467,0.000343186,MID3021
3022,76,16,866870.8014,1438150.337,866913.8825,1438084.003,866892.3417,1438117.171,-8586.297852,-8547.976563,79.09601532,39.54751762,39.5484977,-0.000980085,MID3022
3023,77,16,866884.1696,1438158.984,866927.2194,1438092.698,866905.6939,1438125.842,-8547.976563,-8523.634766,79.03875344,39.51822408,39.52052936,-0.002305282,MID3023
3024,78,16,866897.5386,1438167.632,866940.5548,1438101.392,866919.0461,1438134.513,-8547.976563,-8523.634766,78.98149291,39.48953837,39.49195454,-0.002416167,MID3024
3025,79,16,866910.9062,1438176.279,866953.8918,1438110.088,866932.3982,1438143.184,-8547.976563,-8523.634766,78.9242321,39.46070031,39.46353179,-0.002831483,MID3025
3026,80,16,866924.2744,1438184.926,866967.228,1438118.782,866945.7504,1438151.855,-8547.976563,-8523.634766,78.86697176,39.43206818,39.43490358,-0.0028354,MID3026
3027,81,16,866937.6441,1438193.574,866980.5613,1438127.475,866959.1026,1438160.525,-8523.634766,-8518.010742,78.80971454,39.40466461,39.40504993,-0.000385327,MID3027
3028,82,16,866951.0446,1438202.21,866993.8651,1438136.148,866972.4548,1438169.179,-8523.634766,-8518.010742,78.72575852,39.36275859,39.36299993,-0.000241341,MID3028
3029,83,16,866964.5061,1438210.808,867007.1076,1438144.782,866985.807,1438177.795,-8523.634766,-8518.010742,78.57660431,39.28858499,39.28801932,0.000565674,MID3029
3030,84,16,866977.8982,1438219.361,867020.4189,1438153.46,866999.1592,1438186.41,-8518.010742,-8518.010742,78.42761401,39.21488216,39.21273185,0.002150313,MID3030
3031,85,16,866992.0017,1438228.368,867033.2292,1438160.276,867012.5113,1438194.494,-8518.010742,-8522.612305,79.60107308,39.59958391,40.00148917,-0.401905264,MID3031
3032,86,16,867006.7621,1438237.796,867044.9663,1438165.253,867025.8635,1438201.526,-8518.010742,-8522.612305,81.98736316,40.99215739,40.99520577,-0.003048384,MID3032
3033,87,16,867019.5284,1438245.949,867058.9023,1438171.164,867039.2157,1438208.556,-8518.010742,-8522.612305,84.51723474,42.25942305,42.2578117,0.001611352,MID3033
3034,88,16,867032.283,1438254.095,867072.8545,1438177.081,867052.5679,1438215.59,-8522.612305,-8522.612305,87.04743254,43.52183342,43.52559912,-0.003765697,MID3034
3035,89,16,867045.0502,1438262.249,867086.7913,1438182.991,867065.9201,1438222.622,-8522.612305,-8530.760742,89.57746658,44.78733822,44.79012836,-0.002790145,MID3035
3036,90,16,867057.8129,1438270.4,867100.7329,1438188.904,867079.2723,1438229.653,-8522.612305,-8530.760742,92.10750146,46.05239397,46.05510749,-0.002713527,MID3036
3037,91,16,867070.5756,1438278.552,867114.6745,1438194.817,867092.6244,1438236.685,-8522.612305,-8530.760742,94.63753655,47.31744777,47.32008877,-0.002641001,MID3037
3038,92,16,867083.3442,1438286.707,867128.6072,1438200.726,867105.9766,1438243.714,-8530.760742,-8536.980469,97.16734478,48.58567301,48.58167177,0.004001244,MID3038
3039,93,16,867096.0937,1438294.85,867142.5657,1438206.645,867119.3288,1438250.749,-8530.760742,-8536.980469,99.69760867,49.84683422,49.85077445,-0.003940222,MID3039
3040,94,16,867108.8687,1438303.009,867156.4919,1438212.552,867132.681,1438257.779,-8530.760742,-8536.980469,102.2274593,51.11519022,51.11226903,0.002921182,MID3040
3041,95,16,867121.6249,1438311.156,867170.441,1438218.467,867146.0332,1438264.811,-8530.760742,-8536.980469,104.7575145,52.37935222,52.37816231,0.00118991,MID3041
3042,96,16,867129.1555,1438315.965,867193.2688,1438228.149,867159.3854,1438274.559,-8536.980469,-8536.980469,108.7303002,51.26709111,57.46320912,-6.19611801,MID3042
3043,97,16,867135.8476,1438320.239,867209.478,1438263.883,867172.7376,1438292.004,-8536.980469,-8536.980469,92.72264618,46.45547591,46.26717027,0.188305642,MID3043
3044,99,16,867156.6911,1438397.809,867242.2572,1438389.915,867199.4419,1438393.865,-8536.980469,-8536.980469,85.92949163,42.93235776,42.99713388,-0.064776119,MID3044
3045,100,16,867171.4344,1438456.763,867254.1559,1438435.664,867212.7941,1438446.214,-8536.586914,-8500.120117,85.36987953,42.68387375,42.68600577,-0.002132017,MID3045
3046,101,16,867184.5409,1438509.172,867267.7537,1438487.946,867226.1463,1438498.559,-8550.226563,-8500.120117,85.8772596,42.93757297,42.93968663,-0.002113662,MID3046
3047,102,16,867194.9747,1438550.893,867284.9506,1438517.209,867239.4985,1438534.225,-8580.5625,-8500.120117,96.07439128,47.54153447,48.53285682,-0.991322351,MID3047
3048,103,16,867215.0493,1438580.043,867290.6533,1438525.257,867252.8507,1438552.65,-8580.5625,-8500.120117,93.36749554,46.68298112,46.68451443,-0.001533312,MID3048
3049,104,16,867228.5974,1438598.327,867303.8095,1438543.824,867266.2028,1438571.076,-8592.446289,-8500.120117,92.88384377,46.44114958,46.44269419,-0.001544612,MID3049
3050,105,16,867242.1454,1438616.611,867316.9659,1438562.392,867279.555,1438589.502,-8592.446289,-8500.120117,92.40019199,46.19931965,46.20087235,-0.0015527,MID3050
3051,106,16,867255.6935,1438634.894,867330.1219,1438580.959,867292.9072,1438607.927,-8592.446289,-8500.120117,91.91654557,45.95767074,45.95887483,-0.001204096,MID3051
3052,107,16,867269.2412,1438653.178,867343.2789,1438599.527,867306.2594,1438626.353,-8612.177734,-8500.120117,91.43288844,45.71566355,45.71722489,-0.001561347,MID3052
3053,108,16,867282.7894,1438671.462,867356.435,1438618.094,867319.6116,1438644.778,-8617.945313,-8500.120117,90.94923666,45.47382959,45.47540706,-0.001577473,MID3053
3054,109,16,867297.0574,1438690.717,867372.102,1438628.207,867332.9638,1438660.808,-8617.945313,-8617.945313,97.66876665,46.73132455,50.9374421,-4.206117554,MID3054
3055,110,16,867324.5887,1438709.132,867368.0938,1438626.437,867346.316,1438667.832,-8617.945313,-8617.945313,93.44122126,46.66632788,46.77489338,-0.108565498,MID3055
3056,111,16,867338.9315,1438716.826,867380.4055,1438631.875,867359.6681,1438674.351,-8617.945313,-8617.945313,94.53443905,47.26633157,47.26810748,-0.001775914,MID3056
3057,112,16,867352.0358,1438723.855,867394.0056,1438637.882,867373.0203,1438680.869,-8611.010742,-8617.945313,95.67024642,47.83429738,47.83594905,-0.00165167,MID3057
3058,113,16,867365.1425,1438730.886,867407.6017,1438643.888,867386.3725,1438687.386,-8611.010742,-8604.308594,96.80599776,48.40388877,48.40210899,0.001779786,MID3058
3059,114,16,867378.2404,1438737.911,867421.2087,1438649.898,867399.7247,1438693.904,-8604.308594,-8604.308594,97.94181681,48.97125358,48.97056323,0.000690352,MID3059
3060,115,16,867391.3436,1438744.94,867434.8101,1438655.906,867413.0769,1438700.423,-8604.308594,-8604.308594,99.07763607,49.53885603,49.53878004,7.5985E-05,MID3060
3061,116,16,867404.4468,1438751.969,867448.4116,1438661.914,867426.4291,1438706.942,-8604.308594,-8604.308594,100.2134551,50.10646539,50.10698969,-0.000524299,MID3061
3062,117,16,867417.5493,1438758.997,867462.014,1438667.922,867439.7812,1438713.46,-8604.308594,-8604.308594,101.3492837,50.67378848,50.67549524,-0.00170676,MID3062
3063,118,16,867430.6544,1438766.027,867475.613,1438673.929,867453.1334,1438719.978,-8604.308594,-8604.308594,102.4850862,51.24192251,51.24316366,-0.001241154,MID3063
3064,119,16,867443.7567,1438773.055,867489.2153,1438679.938,867466.4856,1438726.497,-8604.308594,-8604.308594,103.6208986,51.80966911,51.81122949,-0.001560383,MID3064
3065,120,16,867456.8642,1438780.086,867502.8106,1438685.943,867479.8378,1438733.013,-8598.834961,-8604.308594,104.7566502,52.37928551,52.37736473,0.001920781,MID3065
3066,121,16,867469.9584,1438787.11,867516.4224,1438691.955,867493.19,1438739.533,-8598.834961,-8595.463867,105.8925141,52.94530513,52.94720898,-0.001903854,MID3066
3067,122,16,867483.0662,1438794.141,867530.0188,1438697.961,867506.5422,1438746.051,-8595.463867,-8595.463867,107.0283211,53.5134223,53.51489875,-0.001476446,MID3067
3068,123,16,867496.1692,1438801.169,867543.6201,1438703.969,867519.8944,1438752.57,-8595.463867,-8595.463867,108.1641286,54.08133381,54.08279475,-0.001460935,MID3068
3069,124,16,867509.2726,1438808.198,867557.2209,1438709.977,867533.2465,1438759.088,-8595.463867,-8595.463867,109.2999315,54.64938184,54.65054968,-0.00116784,MID3069
3070,125,16,867519.5297,1438815.889,867573.5127,1438717.173,867546.5987,1438766.389,-8595.463867,-8595.463867,112.5127996,56.41798568,56.09481389,0.323171783,MID3070
3071,128,16,867534.7721,1438853.983,867639.0487,1438840.743,867586.6553,1438847.395,-8602.868164,-8615.033203,105.1137765,52.29968141,52.81409508,-0.514413673,MID3071
3072,129,16,867552.7857,1438899.002,867647.2285,1438859.278,867600.0075,1438879.14,-8615.033203,-8615.033203,102.4570479,51.22889565,51.22815225,0.000743406,MID3072
3073,130,16,867573.3109,1438950.298,867687.1002,1438926.034,867613.3596,1438941.758,-8614.285156,-8619.672852,116.3473705,40.9490494,75.39832106,-34.44927165,MID3073
3074,132,16,867589.891,1438991.734,867690.2355,1438929.545,867640.064,1438960.639,-8619.672852,-8619.672852,118.0531364,59.02743055,59.02570584,0.001724708,MID3074
3075,133,16,867614.7182,1439014.65,867692.0363,1438931.561,867653.4162,1438973.064,-8619.672852,-8619.672852,113.4985975,56.80646597,56.69213157,0.114334393,MID3075
3076,134,16,867629.772,1439025.798,867703.7649,1438944.693,867666.7684,1438985.245,-8619.672852,-8619.672852,109.7859956,54.89291989,54.8930757,-0.000155809,MID3076
3077,135,16,867644.3733,1439036.61,867715.8678,1438958.243,867680.1206,1438997.426,-8630.928711,-8630.928711,106.0790195,53.03957689,53.03944262,0.000134268,MID3077
3078,136,16,867658.9746,1439047.422,867727.9706,1438971.794,867693.4727,1439009.608,-8630.928711,-8630.928711,102.3720454,51.18624548,51.18579994,0.000445536,MID3078
3079,137,16,867673.5766,1439058.235,867740.0723,1438985.343,867706.8249,1439021.788,-8630.928711,-8630.928711,98.66516634,49.33333011,49.33183623,0.001493883,MID3079
3080,138,16,867688.1766,1439069.046,867752.1763,1438998.895,867720.1771,1439033.97,-8630.928711,-8630.928711,94.95816959,47.48004435,47.47812524,0.001919113,MID3080
3081,139,16,867702.778,1439079.858,867764.2793,1439012.446,867733.5293,1439046.151,-8646.493164,-8646.493164,91.25117347,45.62658526,45.6245882,0.001997058,MID3081
3082,140,16,867717.3793,1439090.67,867776.3823,1439025.997,867746.8815,1439058.333,-8646.493164,-8646.493164,87.54417426,43.77311306,43.7710612,0.002051863,MID3082
3083,141,16,867731.9807,1439101.483,867788.4852,1439039.548,867760.2337,1439070.514,-8646.493164,-8646.493164,83.83717343,41.91962917,41.91754425,0.002084917,MID3083
3084,142,16,867740.2693,1439112.988,867806.8772,1439065.572,867773.5859,1439089.271,-8646.493164,-8659.044922,81.76102521,40.89603497,40.86499025,0.031044721,MID3084
3085,143,16,867751.3313,1439133.094,867822.5449,1439093.6,867786.938,1439113.347,-8659.044922,-8659.044922,81.43197789,40.71592977,40.71604812,-0.000118343,MID3085
3086,144,16,867764.6022,1439157.215,867835.9781,1439117.63,867800.2902,1439137.423,-8659.044922,-8659.044922,81.61781467,40.80896685,40.80884782,0.000119028,MID3086
3087,145,16,867777.8731,1439181.336,867849.4119,1439141.662,867813.6424,1439161.499,-8659.044922,-8659.044922,81.80365432,40.90176779,40.90188654,-0.000118749,MID3087
3088,146,16,867791.1441,1439205.457,867862.8452,1439165.692,867826.9946,1439185.575,-8665.823242,-8659.044922,81.98949254,40.99468762,40.99480492,-0.000117302,MID3088
3089,147,16,867804.415,1439229.578,867876.2785,1439189.723,867840.3468,1439209.65,-8685.490234,-8685.490234,82.17532953,41.08770709,41.08762244,8.46535E-05,MID3089
3090,148,16,867817.6858,1439253.699,867889.7121,1439213.754,867853.699,1439233.726,-8685.490234,-8685.490234,82.36116842,41.18057028,41.18059814,-2.7859E-05,MID3090
3091,149,16,867830.9142,1439277.742,867904.4871,1439235.7,867867.0511,1439257.092,-8685.490234,-8706.259766,84.73777668,41.6208014,43.11697527,-1.496173871,MID3091
3092,150,16,867844.3257,1439302.118,867916.6019,1439246.976,867880.4033,1439274.593,-8706.259766,-8706.259766,90.90968337,45.37881506,45.53086831,-0.15205325,MID3092
3093,151,16,867861.9544,1439321.018,867924.5101,1439254.336,867893.7555,1439287.119,-8706.259766,-8706.259766,91.43129593,46.48048032,44.95081562,1.529664701,MID3093
3094,152,16,867881.8924,1439331.814,867932.3224,1439261.607,867907.1077,1439296.71,-8706.259766,-8706.259766,86.44183536,43.22148583,43.22034953,0.001136301,MID3094
3095,153,16,867896.4655,1439339.705,867944.4536,1439272.898,867920.4599,1439306.301,-8732.500977,-8795.203125,82.25606488,41.12862955,41.12743533,0.001194224,MID3095
3096,154,16,867911.038,1439347.596,867956.5858,1439284.19,867933.8121,1439315.893,-8732.500977,-8795.203125,78.07020606,39.03539279,39.03481326,0.00057953,MID3096
3097,155,16,867925.6115,1439355.487,867968.7172,1439295.481,867947.1643,1439325.484,-8795.203125,-8795.203125,73.88434628,36.94199809,36.9423482,-0.000350111,MID3097
3098,156,16,867940.1861,1439363.379,867980.8468,1439306.77,867960.5164,1439335.075,-8795.203125,-8795.203125,69.69865047,34.84933842,34.84931205,2.63744E-05,MID3098
3099,157,16,867954.7587,1439371.27,867992.9783,1439318.061,867973.8686,1439344.665,-8795.203125,-8795.203125,65.51290747,32.75671916,32.75618831,0.000530856,MID3099
3100,158,16,867969.331,1439379.161,868005.1108,1439329.353,867987.2208,1439354.257,-8795.203125,-8795.203125,61.32703245,30.66341361,30.66361885,-0.000205241,MID3100
3101,159,16,867980.9233,1439389.397,868018.9441,1439342.228,868000.573,1439365.02,-8795.203125,-8795.203125,60.58476969,31.31106061,29.27370908,2.037351534,MID3101
3102,160,16,867986.9975,1439403.06,868040.5108,1439362.301,868013.9252,1439382.55,-8752.822266,-8795.203125,67.2678806,33.84890267,33.41897794,0.42992473,MID3102
3103,161,16,867997.3945,1439426.445,868050.3391,1439371.448,868027.2774,1439395.404,-8754.958008,-8795.203125,76.34001538,43.0876305,33.25238488,9.835245613,MID3103
3104,162,16,868005.6621,1439445.041,868075.747,1439419.769,868040.6295,1439432.432,-8754.958008,-8754.958008,74.50232398,37.17140625,37.33091773,-0.159511483,MID3104
3105,163,16,868019.804,1439476.85,868088.1572,1439444.581,868053.9817,1439460.715,-8754.958008,-8754.958008,75.58739113,37.79492981,37.79246132,0.002468491,MID3105
3106,164,16,868032.5143,1439505.438,868102.1558,1439472.569,868067.3339,1439489.004,-8744.082031,-8754.958008,77.00887006,38.50316563,38.50570443,-0.002538802,MID3106
3107,165,16,868045.2243,1439534.026,868116.1457,1439500.539,868080.6861,1439517.282,-8742.995117,-8742.995117,78.42988597,39.21619098,39.21369499,0.002495986,MID3107
3108,166,16,868057.9327,1439562.611,868130.142,1439528.522,868094.0383,1439545.566,-8742.995117,-8742.995117,79.85114451,39.92660708,39.92453743,0.002069655,MID3108
3109,167,16,868070.643,1439591.2,868144.1401,1439556.509,868107.3905,1439573.855,-8742.995117,-9204.776367,81.27259947,40.63509694,40.63750253,-0.002405589,MID3109
3110,168,16,868083.2658,1439619.591,868157.6937,1439583.608,868120.7426,1439601.472,-8751.638672,-9204.776367,82.67014277,41.62708847,41.0430543,0.584034178,MID3110
3111,169,16,868102.5194,1439643.27,868165.6561,1439593.695,868134.0948,1439618.477,-8777.014648,-9204.776367,80.27417459,40.14607288,40.12810171,0.017971167,MID3111
3112,170,16,868116.9468,1439660.096,868177.9452,1439608.32,868147.447,1439634.207,-8777.014648,-9204.776367,80.01010072,40.00640311,40.00369761,0.0027055,MID3112
3113,171,16,868130.376,1439675.759,868191.2244,1439624.123,868160.7992,1439649.942,-8777.014648,-9204.776367,79.80441821,39.900879,39.90353921,-0.002660206,MID3113
3114,172,16,868143.811,1439691.428,868204.4908,1439639.911,868174.1514,1439665.669,-8795.22168,-9204.776367,79.59879026,39.8000419,39.79874836,0.001293544,MID3114
3115,173,16,868157.2383,1439707.088,868217.7701,1439655.715,868187.5036,1439681.402,-8795.22168,-9210.552734,79.39312094,39.69572792,39.69739303,-0.001665106,MID3115
3116,174,16,868170.6705,1439722.753,868231.0431,1439671.511,868200.8558,1439697.133,-8795.22168,-9210.552734,79.18746327,39.59236983,39.59509343,-0.002723598,MID3116
3117,175,16,868184.1023,1439738.418,868244.3139,1439687.304,868214.2079,1439712.861,-8806.117188,-9210.552734,78.98182571,39.49070388,39.49112183,-0.000417952,MID3117
3118,176,16,868197.5322,1439754.081,868257.586,1439703.099,868227.5601,1439728.589,-8806.117188,-9210.552734,78.77619288,39.38945546,39.38673742,0.002718038,MID3118
3119,177,16,868210.6872,1439769.424,868271.5504,1439720.968,868240.9123,1439745.36,-8806.117188,-9208.899414,77.79657382,38.63434454,39.16222928,-0.527884743,MID3119
3120,178,16,868228.3768,1439799.514,868271.7054,1439721.248,868254.2645,1439752.752,-8807.576172,-9208.899414,89.45879983,53.44932056,36.00947928,17.43984128,MID3120
3121,179,16,868231.1713,1439804.325,868303.9133,1439779.51,868267.6167,1439791.892,-8807.576172,-9194.6875,76.85824073,38.50767357,38.35056716,0.157106408,MID3121
3122,180,16,868248.3668,1439833.93,868313.572,1439796.982,868280.9689,1439815.456,-8814.621094,-9194.6875,74.94576385,37.47226283,37.47350101,-0.001238182,MID3122
3123,181,16,868261.9705,1439857.35,868326.6742,1439820.683,868294.321,1439839.017,-8814.621094,-9186.388672,74.37137724,37.18419571,37.18718153,-0.002985811,MID3123
3124,182,16,868275.5725,1439880.768,868339.7714,1439844.374,868307.6732,1439862.571,-8814.621094,-9186.388672,73.79713635,36.90004142,36.89709492,0.0029465,MID3124
3125,183,16,868289.1724,1439904.183,868352.8758,1439868.079,868321.0254,1439886.13,-8810.683594,-9185.571289,73.22278192,36.61291962,36.6098623,0.003057313,MID3125
3126,184,16,868302.7751,1439927.602,868365.9827,1439891.789,868334.3776,1439909.696,-8807.359375,-9185.571289,72.64831307,36.32265914,36.32565394,-0.002994803,MID3126
3127,185,16,868311.7214,1439977.481,868383.9264,1439961.342,868347.7298,1439969.433,-8807.359375,-9159.798828,73.9866461,36.89686459,37.08978151,-0.192916921,MID3127
3128,186,16,868327.3816,1440108.983,868394.7789,1440102.378,868361.082,1440105.68,-8787.576172,-9108.719727,67.7201729,33.86180865,33.85836425,0.003444395,MID3128
3129,187,16,868339.0132,1440228.28,868409.8555,1440220.305,868374.4342,1440224.292,-8775.283203,-9095.462891,71.28972132,35.64468018,35.64504114,-0.000360956,MID3129
3130,188,16,868349.0335,1440348.483,868426.5417,1440339.849,868387.7863,1440344.166,-8788.335938,-9061.880859,77.9875311,38.99254213,38.99498897,-0.002446843,MID3130
3131,189,16,868360.5845,1440426.597,868440.9545,1440412.334,868401.1385,1440419.4,-8787.979492,-9032.415039,81.62592632,41.18773265,40.43819367,0.749538974,MID3131
3132,190,16,868379.2658,1440474.841,868449.715,1440453.932,868414.4907,1440464.386,-8781.105469,-9032.415039,73.48664592,36.74364471,36.74300122,0.000643486,MID3132
3133,191,16,868396.2671,1440518.747,868459.4176,1440500.004,868427.8429,1440509.375,-8779.873047,-9033.350586,65.87313841,32.93712311,32.9360153,0.001107808,MID3133
3134,192,16,868413.2699,1440562.656,868469.1214,1440546.082,868441.1951,1440554.369,-8798.125,-9022.916992,58.25887001,29.12885838,29.13001162,-0.001153239,MID3134
3135,193,16,868425.0936,1440620.787,868483.9505,1440607.656,868454.5473,1440614.216,-8797.588867,-9013.946289,60.30396406,30.17778938,30.12617468,0.051614706,MID3135
3136,194,16,868468.0119,1441024.174,868530.7564,1441022.13,868467.8994,1441024.178,-8791.116211,-8928.489258,62.77777908,0.112473523,62.89025261,-62.77777908,MID3136
3137,195,16,868445.5783,1441266.376,868508.8647,1441262.858,868481.2516,1441264.393,-8768.424805,-8931.449219,63.38414313,35.72842005,27.65572308,8.072696973,MID3137
3138,196,16,868468.0865,1440967.612,868533.5799,1440970.571,868494.6038,1440968.81,-8797.508789,-8945.441406,65.56013307,26.54434814,39.01578493,-12.47143679,MID3138
3139,197,16,868456.0784,1440823.563,868529.795,1440830.577,868507.956,1440828.499,-8812.459961,-8992.750977,74.04965822,52.112007,21.93765122,30.17435577,MID3139
3140,0,17,865711.0244,1440563.742,865726.2039,1440589.361,865718.4908,1440576.343,-8496.260742,-8496.260742,29.778354,14.6472127,15.1311413,-0.483928603,MID3140
3141,1,17,865716.7329,1440546.622,865783.0979,1440601.845,865732.3847,1440559.646,-8496.260742,-8496.033203,86.3363023,20.36191375,65.97438855,-45.61247479,MID3141
3142,2,17,865733.9271,1440591.055,865759.0133,1440541.567,865746.2786,1440566.689,-8497.375977,-8488.813477,55.48381918,27.31828367,28.16553551,-0.847251841,MID3142
3143,3,17,865755.6505,1440595.822,865764.6951,1440542.243,865760.1725,1440569.034,-8497.375977,-8488.813477,54.33757638,27.16711062,27.17046576,-0.003355146,MID3143
3144,4,17,865769.4299,1440598.846,865778.7035,1440543.91,865774.0665,1440571.38,-8497.375977,-8483.856445,55.71339631,27.85506199,27.85833432,-0.00327233,MID3144
3145,5,17,865783.2093,1440601.87,865792.7119,1440545.577,865787.9604,1440573.725,-8496.033203,-8483.856445,57.08921627,28.54301138,28.54620489,-0.003193511,MID3145
3146,6,17,865796.99,1440604.894,865806.7187,1440547.244,865801.8543,1440576.07,-8496.033203,-8483.856445,58.46502458,29.23174083,29.23328374,-0.001542911,MID3146
3147,7,17,865810.7666,1440607.917,865820.7303,1440548.912,865815.7482,1440578.416,-8496.033203,-8483.856445,59.84085639,29.91883068,29.92202572,-0.003195039,MID3147
3148,8,17,865824.5475,1440610.941,865834.7372,1440550.578,865829.6421,1440580.761,-8496.033203,-8479.861328,61.21667637,30.60684903,30.60982733,-0.002978299,MID3148
3149,9,17,865838.3269,1440613.965,865848.7456,1440552.246,865843.536,1440583.107,-8496.088867,-8479.861328,62.59249645,31.2947918,31.29770465,-0.002912856,MID3149
3150,10,17,865852.1063,1440616.989,865862.754,1440553.913,865857.4299,1440585.452,-8496.088867,-8479.861328,63.96831656,31.98273316,31.9855834,-0.002850242,MID3150
3151,11,17,865865.8857,1440620.012,865876.7624,1440555.58,865871.3238,1440587.797,-8496.088867,-8475.660156,65.34413667,32.67067321,32.67346346,-0.002790255,MID3151
3152,12,17,865879.6651,1440623.036,865890.7708,1440557.247,865885.2177,1440590.143,-8496.088867,-8475.660156,66.71995682,33.35861204,33.36134478,-0.002732733,MID3152
3153,13,17,865893.4445,1440626.06,865904.7792,1440558.914,865899.1116,1440592.488,-8496.088867,-8475.660156,68.09577698,34.04654971,34.04922727,-0.002677563,MID3153
3154,14,17,865907.2239,1440629.084,865918.7876,1440560.581,865913.0055,1440594.834,-8500.34082,-8475.660156,69.47159717,34.73448631,34.73711086,-0.002624544,MID3154
3155,15,17,865921.0034,1440632.107,865932.796,1440562.248,865926.8994,1440597.179,-8500.34082,-8472.744141,70.84679549,35.42180001,35.42499549,-0.003195479,MID3155
3156,16,17,865925.5886,1440561.391,865968.6516,1440641.633,865940.7933,1440589.723,-8472.744141,-8502.240234,91.06756941,32.15432976,58.91323965,-26.75890989,MID3156
3157,17,17,865926.0155,1440633.109,865982.4751,1440573.657,865954.6873,1440602.917,-8502.240234,-8472.566406,81.98931079,41.63646971,40.35284108,1.283628622,MID3157
3158,18,17,865960.8435,1440640.072,865976.3194,1440572.086,865968.5812,1440606.08,-8502.240234,-8472.566406,69.72571166,34.86158722,34.86412444,-0.002537215,MID3158
3159,19,17,865974.8337,1440642.869,865990.1159,1440575.607,865982.4751,1440609.237,-8502.240234,-8472.566406,68.97656026,34.48956405,34.48699621,0.002567836,MID3159
3160,20,17,865988.8028,1440645.662,866003.9347,1440579.134,865996.369,1440612.397,-8502.173828,-8472.566406,68.22736701,34.11472678,34.11264023,0.002086556,MID3160
3161,21,17,866002.7818,1440648.457,866017.7433,1440582.658,866010.2629,1440615.556,-8502.173828,-8472.566406,67.47818645,33.74056551,33.73762093,0.002944581,MID3161
3162,22,17,866016.7577,1440651.251,866031.5552,1440586.184,866024.1568,1440618.716,-8502.173828,-8470.828125,66.72900021,33.3660186,33.36298161,0.003036994,MID3162
3163,23,17,866030.7347,1440654.046,866045.366,1440589.709,866038.0507,1440621.876,-8501.612305,-8470.828125,65.97981402,32.99144276,32.98837126,0.003071492,MID3163
3164,24,17,866044.7104,1440656.84,866059.1783,1440593.234,866051.9446,1440625.036,-8501.612305,-8470.828125,65.2306207,32.61629843,32.61432228,0.00197615,MID3164
3165,25,17,866058.69,1440659.635,866072.9864,1440596.758,866065.8385,1440628.195,-8501.612305,-8470.828125,64.48144171,32.2422565,32.23918521,0.003071288,MID3165
3166,26,17,866072.6656,1440662.429,866086.7985,1440600.284,866079.7324,1440631.355,-8501.612305,-8467.824219,63.73225548,31.86771763,31.86453785,0.003179779,MID3166
3167,27,17,866086.639,1440665.223,866100.6137,1440603.81,866093.6263,1440634.516,-8501.238281,-8467.824219,62.98304795,31.49141113,31.49163682,-0.000225686,MID3167
3168,28,17,866100.622,1440668.018,866114.4181,1440607.333,866107.5202,1440637.675,-8501.238281,-8467.824219,62.23387442,31.11775919,31.11611523,0.001643963,MID3168
3169,29,17,866114.5963,1440670.812,866128.2316,1440610.859,866121.4141,1440640.835,-8501.238281,-8465.217773,61.48468582,30.74306813,30.74161769,0.001450437,MID3169
3170,30,17,866128.5754,1440673.607,866142.0399,1440614.383,866135.3081,1440643.994,-8501.238281,-8465.217773,60.73551095,30.36937149,30.36613946,0.003232024,MID3170
3171,31,17,866142.5505,1440676.401,866155.8527,1440617.909,866149.202,1440647.153,-8501.238281,-8463.09375,59.98632466,29.99485148,29.99147318,0.003378302,MID3171
3172,32,17,866156.5274,1440679.196,866169.6635,1440621.434,866163.0959,1440650.313,-8501.586914,-8463.09375,59.23713852,29.62027978,29.61685874,0.003421045,MID3172
3173,33,17,866170.5044,1440681.99,866183.4744,1440624.959,866176.9898,1440653.473,-8501.586914,-8463.09375,58.48795239,29.24570862,29.24224377,0.003464846,MID3173
3174,34,17,866184.3323,1440684.755,866197.4376,1440628.673,866190.8837,1440656.719,-8501.099609,-8463.09375,57.59296898,28.79078025,28.80218872,-0.011408466,MID3174
3175,35,17,866197.4682,1440688.046,866212.0862,1440632.741,866204.7776,1440660.392,-8501.099609,-8463.09375,57.20467723,28.60384917,28.60082806,0.003021114,MID3175
3176,36,17,866211.3462,1440691.588,866225.9957,1440636.603,866218.6715,1440664.094,-8501.099609,-8462.53418,56.90314837,28.45368811,28.44946026,0.00422785,MID3176
3177,37,17,866225.2789,1440695.144,866239.8508,1440640.45,866232.5654,1440667.795,-8500.222656,-8462.53418,56.60173115,28.30299075,28.2987404,0.004250349,MID3177
3178,38,17,866239.2049,1440698.699,866253.7147,1440644.3,866246.4593,1440671.501,-8500.222656,-8462.53418,56.30029336,28.14828182,28.15201154,-0.003729722,MID3178
3179,39,17,866253.152,1440702.258,866267.5534,1440648.143,866260.3532,1440675.199,-8500.222656,-8462.53418,55.99889896,28.00151414,27.99738481,0.004129328,MID3179
3180,40,17,866267.0738,1440705.812,866281.4203,1440651.994,866274.2471,1440678.902,-8500.222656,-8461.642578,55.69746896,27.84895829,27.84851067,0.000447614,MID3180
3181,41,17,866281.0134,1440709.37,866295.2676,1440655.839,866288.141,1440682.602,-8492.249023,-8461.642578,55.39606278,27.70016292,27.69589986,0.004263057,MID3181
