,index,Object,X1,Y1,X2,Y2,MidX,MidY,Z1,Z2,,,,,
969,185,5,867932.5511,1441696.734,867940.1825,1441744.484,867936.3665,1441720.608,-8625.990234,-8613.944336,48.35591657,24.17617441,24.17974216,-0.003567749,MID969
970,186,5,867939.8689,1441695.82,867947.4208,1441743.072,867943.6446,1441719.444,-8625.990234,-8613.944336,47.85214366,23.92426917,23.9278745,-0.00360533,MID970
971,187,5,867947.1927,1441694.905,867954.6526,1441741.662,867950.9226,1441718.283,-8625.990234,-8613.944336,47.34839374,23.6741148,23.67427894,-0.00016414,MID971
972,188,5,867954.5092,1441693.99,867961.8916,1441740.25,867958.2007,1441717.122,-8625.990234,-8613.944336,46.84463845,23.4239105,23.42072795,0.003182549,MID972
973,189,5,867961.8132,1441693.078,867969.1445,1441738.835,867965.4787,1441715.956,-8625.990234,-8613.944336,46.34083637,23.16958371,23.17125265,-0.001668938,MID973
974,190,5,867969.1452,1441692.162,867976.3682,1441737.426,867972.7568,1441714.794,-8625.990234,-8624.013672,45.83708057,22.91896335,22.91811721,0.000846141,MID974
975,191,5,867976.4614,1441691.247,867983.6077,1441736.014,867980.0348,1441713.632,-8635.064453,-8624.013672,45.33332138,22.66842819,22.66489319,0.003535,MID975
976,192,5,867983.7753,1441690.333,867990.8498,1441734.601,867987.3129,1441712.469,-8635.064453,-8624.013672,44.82954825,22.41669674,22.41285151,0.003845233,MID976
977,193,5,867991.0907,1441689.419,867998.0907,1441733.189,867994.5909,1441711.305,-8635.064453,-8624.013672,44.32576706,22.16408793,22.16167913,0.002408797,MID977
978,194,5,867998.4033,1441688.506,868005.335,1441731.776,868001.8689,1441710.139,-8635.064453,-8624.013672,43.82196717,21.90964631,21.91232086,-0.002674552,MID978
979,195,5,868005.7391,1441687.589,868012.5544,1441730.368,868009.147,1441708.98,-8635.064453,-8638.144531,43.31823604,21.66074768,21.65748836,0.003259322,MID979
980,196,5,868012.3935,1441686.757,868020.5393,1441728.81,868016.425,1441707.57,-8635.064453,-8638.144531,42.83442997,21.199593,21.63483697,-0.435243969,MID980
981,197,5,868011.2521,1441686.9,868031.5003,1441697.163,868023.7031,1441693.211,-8635.064453,-8638.144531,22.70063549,13.95905123,8.741584252,5.217466983,MID981
982,0,6,866564.2657,1444736.652,866568.5979,1444729.551,866566.3731,1444733.198,-8255.904297,-8255.904297,8.318113206,4.046352984,4.271760221,-0.225407237,MID982
983,1,6,866567.1803,1444742.479,866574.6512,1444729.086,866570.9374,1444735.744,-8255.904297,-8255.904297,15.33639596,7.712613964,7.623781999,0.088831966,MID983
984,2,6,866569.9766,1444748.07,866581.028,1444728.595,866575.5017,1444738.334,-8255.904297,-8255.904297,22.39198344,11.19470072,11.19728273,-0.002582009,MID984
985,3,6,866572.7949,1444753.705,866587.3662,1444728.108,866580.0659,1444740.932,-8255.904297,-8255.904297,29.45380959,14.6973522,14.75645738,-0.05910518,MID985
986,4,6,866575.6582,1444759.43,866593.5722,1444727.631,866584.6302,1444743.503,-8255.904297,-8255.904297,36.49761808,18.27943926,18.21817882,0.061260436,MID986
987,5,6,866578.4595,1444765.03,866599.9349,1444727.141,866589.1945,1444746.091,-8255.904297,-8255.904297,43.55170336,21.770483,21.78122037,-0.010737373,MID987
988,7,6,866589.0561,1444782.894,866616.8395,1444725.842,866598.3231,1444763.865,-8138.239258,-8255.904297,63.45805633,21.16616512,42.29189121,-21.12572609,MID988
989,8,6,866563.2211,1444734.564,866648.4524,1444778.496,866602.8874,1444755.01,-8255.904297,-8266.307617,95.88754339,44.6256839,51.26185949,-6.636175588,MID989
990,9,6,866601.7637,1444727.001,866613.1422,1444781.111,866607.4517,1444754.05,-8255.904297,-8255.904297,55.2932453,27.6404971,27.6527482,-0.012251098,MID990
991,10,6,866609.953,1444726.371,866614.0791,1444781.041,866612.016,1444753.705,-8255.904297,-8255.904297,54.8256588,27.41190715,27.41375165,-0.001844491,MID991
992,11,6,866614.5186,1444726.02,866618.642,1444780.703,866616.5803,1444753.361,-8255.904297,-8255.904297,54.83862133,27.41870186,27.41991947,-0.001217607,MID992
993,12,6,866619.0896,1444725.669,866623.1994,1444780.366,866621.1445,1444753.018,-8255.904297,-8255.904297,54.85158643,27.426728,27.42485843,0.001869565,MID993
994,13,6,866623.6339,1444725.319,866627.7839,1444780.026,866625.7088,1444752.672,-8255.904297,-8266.307617,54.86455025,27.43142507,27.43312518,-0.001700111,MID994
995,14,6,866628.2128,1444724.967,866632.3335,1444779.69,866630.2731,1444752.328,-8266.307617,-8266.307617,54.87750932,27.43870829,27.43880103,-9.27415E-05,MID995
996,15,6,866632.7771,1444724.616,866636.8976,1444779.352,866634.8374,1444751.985,-8266.307617,-8266.307617,54.89047182,27.44606965,27.44440217,0.001667485,MID996
997,16,6,866637.3362,1444724.265,866641.4671,1444779.013,866639.4017,1444751.64,-8266.307617,-8266.307617,54.90343327,27.45263833,27.45079494,0.001843395,MID997
998,17,6,866641.8886,1444723.915,866646.0436,1444778.674,866643.966,1444751.294,-8266.307617,-8266.307617,54.91640058,27.45726393,27.45913665,-0.001872728,MID998
999,18,6,866646.4634,1444723.564,866650.5973,1444778.337,866648.5303,1444750.949,-8266.307617,-8266.307617,54.92935861,27.46375881,27.46559981,-0.001841001,MID999
1000,19,6,866651.0337,1444723.212,866655.1554,1444778,866653.0946,1444750.606,-8266.307617,-8266.307617,54.94232244,27.47135387,27.47096857,0.000385306,MID1000
1001,20,6,866655.5952,1444722.861,866659.7223,1444777.661,866657.6589,1444750.262,-8266.307617,-8266.307617,54.95528387,27.47856823,27.47671565,0.001852582,MID1001
1002,21,6,866660.1438,1444722.512,866664.3027,1444777.322,866662.2231,1444749.916,-8266.307617,-8266.307617,54.96825047,27.48318974,27.48506073,-0.001870993,MID1002
1003,22,6,866664.7284,1444722.159,866668.8464,1444776.986,866666.7874,1444749.573,-8266.307617,-8266.307617,54.98121178,27.49136008,27.4898517,0.001508377,MID1003
1004,23,6,866669.2752,1444721.809,866673.4283,1444776.646,866671.3517,1444749.227,-8266.307617,-8266.307617,54.99417277,27.49661765,27.49755512,-0.000937467,MID1004
1005,24,6,866673.8513,1444721.457,866677.9806,1444776.309,866675.916,1444748.884,-8266.307617,-8266.307617,55.00713418,27.50399356,27.50314062,0.000852936,MID1005
1006,25,6,866678.4028,1444721.107,866682.5579,1444775.97,866680.4803,1444748.538,-8266.307617,-8266.307617,55.02009779,27.5092597,27.51083809,-0.001578387,MID1006
1007,26,6,866682.979,1444720.756,866687.1102,1444775.633,866685.0446,1444748.195,-8266.307617,-8266.307617,55.03305921,27.51663529,27.51642392,0.000211366,MID1007
1008,27,6,866687.5315,1444720.406,866691.6864,1444775.294,866689.6089,1444747.849,-8266.307617,-8266.307617,55.04602225,27.52208392,27.52393834,-0.00185442,MID1008
1009,28,6,866692.1014,1444720.054,866696.2451,1444774.957,866694.1732,1444747.505,-8266.307617,-8336.936523,55.05898337,27.52857335,27.53041002,-0.001836669,MID1009
1010,29,6,866696.6745,1444719.702,866700.8003,1444774.62,866698.7375,1444747.162,-8266.307617,-8336.936523,55.07194876,27.53664193,27.53530682,0.001335112,MID1010
1011,30,6,866701.3199,1444719.378,866705.2836,1444774.288,866703.3017,1444746.832,-8304.34375,-8336.936523,55.05269787,27.5258459,27.52685198,-0.001006081,MID1011
1012,31,6,866705.9473,1444719.076,866709.7851,1444773.954,866707.866,1444746.513,-8304.34375,-8336.936523,55.01220712,27.50390762,27.50829951,-0.004391891,MID1012
1013,32,6,866710.5391,1444718.777,866714.3215,1444773.618,866712.4303,1444746.198,-8304.34375,-8336.936523,54.97190444,27.48660733,27.48529711,0.001310215,MID1013
1014,33,6,866715.0959,1444718.48,866718.893,1444773.28,866716.9946,1444745.882,-8304.34375,-8336.936523,54.93158334,27.46798883,27.46359451,0.004394321,MID1014
1015,34,6,866719.6526,1444718.183,866723.4649,1444772.941,866721.5589,1444745.564,-8304.34375,-8336.936523,54.89126698,27.447872,27.44339498,0.004477021,MID1015
1016,35,6,866724.1918,1444717.887,866728.0549,1444772.601,866726.1232,1444745.242,-8304.34375,-8336.936523,54.85097709,27.42336665,27.42761044,-0.004243788,MID1016
1017,36,6,866728.841,1444717.584,866732.5336,1444772.28,866730.6875,1444744.934,-8336.272461,-8336.936523,54.82047622,27.412496,27.40798023,0.004515766,MID1017
1018,37,6,866733.3805,1444717.288,866737.1233,1444771.959,866735.2518,1444744.621,-8336.272461,-8336.936523,54.7997877,27.39769883,27.40208886,-0.004390032,MID1018
1019,38,6,866737.9991,1444716.986,866741.6327,1444771.645,866739.816,1444744.318,-8336.272461,-8336.936523,54.77907536,27.39173352,27.38734185,0.004391672,MID1019
1020,39,6,866742.5371,1444716.691,866746.2233,1444771.325,866744.3803,1444744.01,-8336.272461,-8336.936523,54.75833496,27.38142534,27.37690962,0.004515723,MID1020
1021,40,6,866747.0821,1444716.394,866750.8073,1444771.005,866748.9446,1444743.699,-8336.272461,-8336.936523,54.73763522,27.36773143,27.36990379,-0.002172367,MID1021
1022,41,6,866751.683,1444716.094,866755.3346,1444770.689,866753.5089,1444743.393,-8336.272461,-8348.894531,54.71691652,27.3599501,27.35696642,0.002983682,MID1022
1023,42,6,866756.2098,1444715.799,866759.9369,1444770.368,866758.0732,1444743.082,-8336.272461,-8348.894531,54.69621112,27.34589637,27.35031475,-0.00441838,MID1023
1024,43,6,866760.824,1444715.498,866764.4507,1444770.053,866762.6375,1444742.778,-8336.272461,-8348.894531,54.67550673,27.33995348,27.33555325,0.004400231,MID1024
1025,44,6,866765.3444,1444715.204,866769.0592,1444769.732,866767.2018,1444742.467,-8336.272461,-8348.894531,54.65477706,27.32669822,27.32807884,-0.001380623,MID1025
1026,45,6,866769.9324,1444714.905,866773.5997,1444769.415,866771.7661,1444742.16,-8336.272461,-8348.894531,54.63405291,27.31716213,27.31689078,0.000271342,MID1026
1027,46,6,866774.478,1444714.608,866778.1831,1444769.096,866776.3304,1444741.85,-8336.272461,-8348.894531,54.61334501,27.3044412,27.30890381,-0.004462602,MID1027
1028,47,6,866779.0626,1444714.309,866782.7269,1444768.779,866780.8946,1444741.543,-8355.056641,-8348.894531,54.59262502,27.29493673,27.29768829,-0.002751565,MID1028
1029,48,6,866783.6169,1444714.012,866787.3013,1444768.46,866785.4589,1444741.234,-8355.056641,-8348.894531,54.57191101,27.28370207,27.28820894,-0.004506863,MID1029
1030,49,6,866788.1902,1444713.714,866791.8565,1444768.142,866790.0232,1444740.926,-8355.056641,-8348.894531,54.55119668,27.27381976,27.27737692,-0.003557153,MID1030
1031,50,6,866792.776,1444713.415,866796.3987,1444767.825,866794.5875,1444740.622,-8355.056641,-8348.894531,54.53050512,27.26746536,27.26303975,0.004425607,MID1031
1032,51,6,866797.3169,1444713.119,866800.9863,1444767.505,866799.1518,1444740.315,-8355.056641,-8348.894531,54.50977012,27.25715322,27.2526169,0.00453632,MID1032
1033,52,6,866801.8681,1444712.822,866805.5641,1444767.186,866803.7161,1444740.004,-8355.056641,-8348.894531,54.48906285,27.24448209,27.24458076,-9.86674E-05,MID1033
1034,53,6,866806.4342,1444712.525,866810.1268,1444766.868,866808.2804,1444739.694,-8355.056641,-8348.894531,54.46834749,27.23193333,27.23641416,-0.004480829,MID1034
1035,54,6,866811.0122,1444712.226,866814.6774,1444766.55,866812.8447,1444739.386,-8355.056641,-8348.894531,54.44762753,27.221543,27.22608453,-0.004541532,MID1035
1036,55,6,866815.6039,1444711.927,866819.2138,1444766.234,866817.409,1444739.083,-8355.056641,-8348.894531,54.426942,27.21568145,27.21126055,0.004420895,MID1036
1037,56,6,866820.1192,1444711.633,866823.8275,1444765.912,866821.9732,1444738.771,-8355.056641,-8348.894531,54.40621964,27.2015709,27.20464874,-0.003077838,MID1037
1038,57,6,866824.7298,1444711.332,866828.345,1444765.597,866826.5375,1444738.467,-8355.056641,-8360.323242,54.38550709,27.19497489,27.1905322,0.004442696,MID1038
1039,58,6,866829.2452,1444711.038,866832.9588,1444765.275,866831.1018,1444738.154,-8376.980469,-8360.323242,54.36479942,27.18018664,27.18461278,-0.004426138,MID1039
1040,59,6,866833.8486,1444710.738,866837.4836,1444764.96,866835.6661,1444737.848,-8376.980469,-8360.323242,54.34406444,27.17169503,27.17236941,-0.00067438,MID1040
1041,60,6,866838.4089,1444710.44,866842.0518,1444764.641,866840.2304,1444737.542,-8376.980469,-8360.323242,54.32334786,27.16252494,27.16082292,0.001702011,MID1041
1042,61,6,866842.9752,1444710.142,866846.6139,1444764.323,866844.7947,1444737.235,-8376.980469,-8360.323242,54.30263533,27.15357554,27.14905979,0.00451575,MID1042
1043,62,6,866847.5318,1444709.845,866851.1859,1444764.004,866849.359,1444736.927,-8376.980469,-8360.323242,54.28191901,27.14323718,27.13868183,0.004555353,MID1043
1044,63,6,866852.0752,1444709.549,866855.7715,1444763.684,866853.9233,1444736.615,-8376.980469,-8360.323242,54.26122177,27.12925143,27.13197034,-0.002718906,MID1044
1045,64,6,866856.6836,1444709.249,866860.2912,1444763.369,866858.4876,1444736.311,-8376.980469,-8360.323242,54.24050916,27.1224845,27.11802466,0.004459846,MID1045
1046,65,6,866861.2001,1444708.954,866864.9039,1444763.047,866863.0518,1444735.999,-8376.980469,-8360.323242,54.21980333,27.10768251,27.11212082,-0.004438307,MID1046
1047,66,6,866865.8187,1444708.653,866869.4133,1444762.733,866867.6161,1444735.695,-8376.980469,-8360.323242,54.199091,27.10176549,27.09732551,0.004439976,MID1047
1048,67,6,866870.3567,1444708.357,866874.0038,1444762.413,866872.1804,1444735.387,-8376.980469,-8360.323242,54.17835033,27.0914572,27.08689313,0.004564063,MID1048
1049,68,6,866874.8963,1444708.061,866878.5934,1444762.093,866876.7447,1444735.075,-8376.980469,-8370.990234,54.15765971,27.0768225,27.08083721,-0.004014705,MID1049
1050,69,6,866879.5124,1444707.76,866883.1053,1444761.778,866881.309,1444734.771,-8398.27832,-8370.990234,54.13694732,27.07069917,27.06624814,0.004451033,MID1050
1051,70,6,866884.0517,1444707.464,866887.6946,1444761.458,866885.8733,1444734.463,-8398.27832,-8370.990234,54.11620912,27.06038921,27.05581991,0.004569304,MID1051
1052,71,6,866888.6167,1444707.167,866892.2582,1444761.14,866890.4376,1444734.156,-8398.27832,-8370.990234,54.09549538,27.05003321,27.04546216,0.004571049,MID1052
1053,72,6,866893.1684,1444706.87,866896.8353,1444760.82,866895.0019,1444733.845,-8398.27832,-8370.990234,54.07478764,27.03743307,27.03735457,7.85008E-05,MID1053
1054,73,6,866897.7601,1444706.571,866901.3719,1444760.504,866899.5661,1444733.54,-8398.27832,-8370.990234,54.05407461,27.02929412,27.02478049,0.004513628,MID1054
1055,74,6,866902.3116,1444706.274,866905.9489,1444760.185,866904.1304,1444733.232,-8398.27832,-8370.990234,54.03335417,27.01896524,27.01438893,0.00457631,MID1055
1056,75,6,866906.8766,1444705.976,866910.5125,1444759.867,866908.6947,1444732.924,-8398.27832,-8370.990234,54.01264043,27.00860925,27.00403118,0.004578065,MID1056
1057,76,6,866911.4402,1444705.679,866915.0776,1444759.548,866913.259,1444732.616,-8398.27832,-8370.990234,53.99192669,26.99801682,26.99390987,0.00410695,MID1057
1058,77,6,866916.008,1444705.381,866919.6383,1444759.23,866917.8233,1444732.308,-8398.27832,-8370.990234,53.97121302,26.9878941,26.98331893,0.004575172,MID1058
1059,78,6,866920.5716,1444705.084,866924.2033,1444758.912,866922.3876,1444732,-8398.27832,-8370.990234,53.95049921,26.97754128,26.97295794,0.004583337,MID1059
1060,79,6,866925.1365,1444704.786,866928.7669,1444758.593,866926.9519,1444731.692,-8414.072266,-8383.442383,53.92978548,26.96718528,26.96260019,0.004585091,MID1060
1061,80,6,866929.7015,1444704.488,866933.3305,1444758.275,866931.5162,1444731.384,-8414.072266,-8383.442383,53.90907174,26.95682929,26.95224245,0.004586845,MID1061
1062,81,6,866934.2665,1444704.191,866937.8941,1444757.957,866936.0805,1444731.076,-8414.072266,-8383.442383,53.88835802,26.94647332,26.94188469,0.004588628,MID1062
1063,82,6,866938.806,1444703.895,866942.4838,1444757.637,866940.6447,1444730.764,-8414.072266,-8383.442383,53.86766774,26.93179535,26.93587239,-0.004077043,MID1063
1064,83,6,866943.0671,1444702.786,866947.2941,1444757.301,866945.209,1444730.41,-8414.072266,-8383.442383,54.67873976,27.70659192,26.97214784,0.734444079,MID1064
1065,85,6,866922.4545,1444759.034,866991.3002,1444731.892,866954.3376,1444746.464,-8370.990234,-8401.978516,74.00252035,34.27129829,39.73122206,-5.459923769,MID1065
1066,86,6,866879.754,1444707.745,866993.4977,1444730.277,866958.9019,1444723.424,-8398.27832,-8401.978516,115.9540368,80.68599157,35.26804526,45.41794631,MID1066
1067,87,6,866947.9395,1444699.133,866978.9958,1444740.937,866963.4662,1444720.033,-8414.072266,-8401.978516,52.07724918,26.03618193,26.04106724,-0.004885311,MID1067
1068,88,6,866952.4998,1444695.714,866983.5621,1444737.58,866968.0305,1444716.647,-8414.072266,-8401.978516,52.13111247,26.06478593,26.06632653,-0.0015406,MID1068
1069,89,6,866957.0373,1444692.312,866988.1551,1444734.204,866972.5948,1444713.256,-8414.072266,-8401.978516,52.18499919,26.09006964,26.09492955,-0.004859903,MID1069
1070,90,6,866961.6052,1444688.887,866992.7103,1444730.856,866977.1591,1444709.873,-8414.072266,-8401.978516,52.23885742,26.12161101,26.11724642,0.004364589,MID1070
1071,91,6,866966.1379,1444685.489,866997.3059,1444727.478,866981.7233,1444706.485,-8414.072266,-8401.978516,52.29271463,26.14875441,26.14396022,0.004794191,MID1071
1072,92,6,866970.685,1444682.08,867001.8874,1444724.11,866986.2876,1444703.097,-8414.072266,-8401.978516,52.34659011,26.17568297,26.17090713,0.004775837,MID1072
1073,93,6,866975.2307,1444678.671,867006.4713,1444720.741,866990.8519,1444699.707,-8414.072266,-8437.810547,52.400472,26.20178146,26.19869054,0.003090925,MID1073
1074,94,6,866979.7845,1444675.257,867011.0451,1444717.379,866995.4162,1444696.32,-8414.072266,-8437.810547,52.45434177,26.22957188,26.2247699,0.004801983,MID1074
1075,95,6,866984.3149,1444671.861,867015.649,1444713.995,866999.9805,1444692.926,-8414.072266,-8437.810547,52.50826871,26.25164954,26.25661917,-0.004969628,MID1075
1076,96,6,866988.8808,1444668.437,867020.2117,1444710.641,867004.5448,1444689.537,-8414.072266,-8437.810547,52.5621258,26.27868478,26.28344103,-0.004756246,MID1076
1077,97,6,866993.4438,1444665.016,867024.7714,1444707.289,867009.1091,1444686.155,-8414.072266,-8437.810547,52.61598634,26.31047324,26.3055131,0.004960135,MID1077
1078,98,6,866997.9596,1444661.63,867029.3901,1444703.894,867013.6734,1444682.76,-8433.416016,-8437.810547,52.66989522,26.33247011,26.33742512,-0.004955007,MID1078
1079,99,6,867002.5345,1444658.2,867033.9401,1444700.55,867018.2377,1444679.376,-8433.416016,-8437.810547,52.72373884,26.36246391,26.36127493,0.00118898,MID1079
1080,100,6,867007.0777,1444654.794,867038.5233,1444697.181,867022.8019,1444675.99,-8433.416016,-8437.810547,52.77759733,26.39120758,26.38638976,0.004817821,MID1080
1081,101,6,867011.6062,1444651.399,867043.1284,1444693.796,867027.3662,1444672.596,-8433.416016,-8437.810547,52.83151292,26.41391743,26.41759549,-0.003678064,MID1081
1082,102,6,867016.1826,1444647.968,867047.6755,1444690.454,867031.9305,1444669.213,-8433.416016,-8437.810547,52.88535955,26.44513411,26.44022543,0.004908678,MID1082
1083,103,6,867020.7008,1444644.58,867052.2918,1444687.061,867036.4948,1444665.818,-8433.416016,-8437.810547,52.93927275,26.46717095,26.4721018,-0.004930853,MID1083
1084,104,6,867025.2701,1444641.154,867056.8495,1444683.71,867041.0591,1444662.431,-8458.120117,-8437.810547,52.99312316,26.49534271,26.49778046,-0.00243775,MID1084
1085,105,6,867029.8165,1444637.746,867061.4308,1444680.343,867045.6234,1444659.044,-8458.120117,-8461.075195,53.04699283,26.52302356,26.52396928,-0.000945719,MID1085
1086,106,6,867034.3709,1444634.331,867066.0016,1444676.983,867050.1877,1444655.659,-8458.120117,-8461.075195,53.10085456,26.55284429,26.54801027,0.004834023,MID1086
1087,107,6,867038.9085,1444630.929,867070.5926,1444673.609,867054.752,1444652.271,-8458.120117,-8461.075195,53.15472346,26.57971334,26.57501012,0.00470322,MID1087
1088,108,6,867043.4462,1444627.527,867075.1876,1444670.231,867059.3162,1444648.878,-8458.120117,-8461.075195,53.20863176,26.60324673,26.60538503,-0.002138304,MID1088
1089,109,6,867048.0164,1444624.1,867079.7422,1444666.883,867063.8805,1444645.493,-8458.120117,-8461.075195,53.26248443,26.63330435,26.62918008,0.004124266,MID1089
1090,110,6,867052.5463,1444620.704,867084.3437,1444663.501,867068.4448,1444642.102,-8458.120117,-8461.075195,53.31637247,26.65789356,26.65847891,-0.000585341,MID1090
1091,111,6,867057.1111,1444617.282,867088.9042,1444660.149,867073.0091,1444638.717,-8458.120117,-8461.075195,53.37023122,26.6875153,26.68271591,0.004799389,MID1091
1092,112,6,867061.6496,1444613.879,867093.4944,1444656.775,867077.5734,1444635.329,-8458.120117,-8461.075195,53.42410124,26.71439037,26.70971087,0.004679506,MID1092
1093,113,6,867066.1831,1444610.48,867098.0952,1444653.393,867082.1377,1444631.934,-8458.120117,-8461.075195,53.47802779,26.73657225,26.74145554,-0.004883287,MID1093
1094,114,6,867070.7637,1444607.046,867102.6373,1444650.054,867086.702,1444628.552,-8458.120117,-8461.075195,53.53187048,26.76837466,26.76349582,0.004878844,MID1094
1095,115,6,867075.29,1444603.652,867107.2414,1444646.67,867091.2663,1444625.162,-8458.120117,-8461.075195,53.58573898,26.79381617,26.7919228,0.001893368,MID1095
1096,116,6,867079.8329,1444600.246,867111.8311,1444643.296,867095.8306,1444621.769,-8458.120117,-8461.075195,53.63964535,26.81741835,26.822227,-0.004808647,MID1096
1097,117,6,867084.4084,1444596.815,867116.3784,1444639.954,867100.3948,1444618.387,-8474.823242,-8461.075195,53.69349709,26.84918094,26.84431615,0.004864787,MID1097
1098,118,6,867089.4266,1444593.053,867120.3146,1444637.06,867104.9591,1444615.183,-8474.823242,-8474.601563,53.76538939,27.03685898,26.72853041,0.308328568,MID1098
1099,119,6,867096.1883,1444589.807,867122.8566,1444635.192,867109.5234,1444612.501,-8474.823242,-8474.601563,52.64052174,26.32222362,26.31829811,0.003925507,MID1099
1100,120,6,867101.0148,1444587.601,867127.1604,1444632.028,867114.0877,1444609.815,-8474.823242,-8474.601563,51.54989877,25.77518043,25.77471834,0.000462081,MID1100
1101,121,6,867105.8785,1444585.378,867131.426,1444628.893,867118.652,1444607.135,-8474.823242,-8474.601563,50.45992346,25.22944955,25.23047391,-0.00102436,MID1101
1102,122,6,867110.7421,1444583.156,867135.6855,1444625.762,867123.2163,1444604.463,-8474.823242,-8474.601563,49.37080587,24.69030386,24.68050202,0.009801839,MID1102
1103,123,6,867116.6816,1444580.441,867138.8855,1444623.824,867127.7806,1444602.127,-8474.823242,-8474.601563,48.73478645,24.36092084,24.37386561,-0.012944768,MID1103
1104,124,6,867122.4712,1444577.796,867142.2195,1444622.421,867132.3449,1444600.107,-8474.823242,-8474.601563,48.79968521,24.3986707,24.40101451,-0.002343814,MID1104
1105,125,6,867127.0727,1444575.693,867146.7459,1444620.516,867136.9092,1444598.104,-8474.823242,-8474.601563,48.95023888,24.47474274,24.47549614,-0.000753395,MID1105
1106,126,6,867131.6096,1444573.619,867151.3373,1444618.583,867141.4734,1444596.101,-8474.823242,-8474.601563,49.10101864,24.55053266,24.55048598,4.66734E-05,MID1106
1107,127,6,867136.1435,1444571.547,867155.9317,1444616.649,867146.0377,1444594.099,-8474.823242,-8474.601563,49.25179836,24.62627567,24.6255227,0.000752969,MID1107
1108,128,6,867140.673,1444569.478,867160.5314,1444614.713,867150.602,1444592.095,-8474.823242,-8474.601563,49.40259241,24.70089453,24.70169788,-0.00080335,MID1108
1109,129,6,867145.2117,1444567.403,867165.1209,1444612.781,867155.1663,1444590.092,-8474.823242,-8474.601563,49.5533714,24.77674666,24.77662474,0.000121922,MID1109
1110,130,6,867149.744,1444565.332,867169.7171,1444610.847,867159.7306,1444588.089,-8493.414063,-8474.601563,49.70415549,24.8521224,24.85203309,8.93103E-05,MID1110
1111,131,6,867154.2792,1444563.26,867174.3103,1444608.913,867164.2949,1444586.087,-8493.414063,-8474.601563,49.85493598,24.92783673,24.92709925,0.000737485,MID1111
1112,132,6,867158.8118,1444561.188,867178.9062,1444606.979,867168.8592,1444584.084,-8493.414063,-8480.198242,50.00572029,25.00320491,25.00251538,0.000689522,MID1112
1113,133,6,867163.3458,1444559.116,867183.5008,1444605.045,867173.4235,1444582.081,-8493.414063,-8480.198242,50.15650471,25.07859609,25.07790862,0.000687475,MID1113
1114,134,6,867167.8798,1444557.044,867188.0954,1444603.111,867177.9878,1444580.078,-8493.414063,-8480.198242,50.30728912,25.15398726,25.15330186,0.000685402,MID1114
1115,135,6,867172.4128,1444554.973,867192.6912,1444601.177,867182.552,1444578.075,-8493.414063,-8480.198242,50.45807679,25.2291202,25.22895659,0.000163614,MID1115
1116,136,6,867176.9479,1444552.9,867197.2846,1444599.243,867187.1163,1444576.072,-8506.201172,-8480.198242,50.60886098,25.30454281,25.30431817,0.000224647,MID1116
1117,137,6,867181.4829,1444550.828,867201.8781,1444597.31,867191.6806,1444574.069,-8506.201172,-8480.198242,50.7596424,25.38017851,25.37946389,0.00071462,MID1117
1118,138,6,867186.0129,1444548.758,867206.4772,1444595.374,867196.2449,1444572.065,-8506.201172,-8480.198242,50.91043622,25.45482679,25.45560943,-0.000782644,MID1118
1119,139,6,867190.5529,1444546.683,867211.0651,1444593.443,867200.8092,1444570.063,-8506.201172,-8480.198242,51.06121164,25.53099596,25.53021568,0.000780279,MID1119
1120,140,6,867195.083,1444544.613,867215.6639,1444591.507,867205.3735,1444568.06,-8506.201172,-8480.198242,51.21199802,25.60614009,25.60585793,0.00028216,MID1120
1121,141,6,867199.6186,1444542.54,867220.2566,1444589.574,867209.9378,1444566.057,-8506.201172,-8480.198242,51.36278002,25.68173981,25.68104021,0.000699601,MID1121
1122,142,6,867204.1518,1444540.468,867224.8521,1444587.64,867214.5021,1444564.054,-8506.201172,-8480.198242,51.5135644,25.75711688,25.75644753,0.000669351,MID1122
1123,143,6,867208.6851,1444538.397,867229.4474,1444585.706,867219.0663,1444562.051,-8506.201172,-8494.755859,51.66435077,25.83235127,25.8319995,0.000351766,MID1123
1124,144,6,867213.2199,1444536.324,867234.0413,1444583.772,867223.6306,1444560.048,-8506.201172,-8494.755859,51.81513501,25.90776637,25.90736864,0.000397734,MID1124
1125,145,6,867217.7515,1444534.253,867238.6387,1444581.837,867228.1949,1444558.045,-8506.201172,-8494.755859,51.96592674,25.98258956,25.98333718,-0.00074762,MID1125
1126,146,6,867222.2904,1444532.179,867243.2278,1444579.905,867232.7592,1444556.042,-8506.201172,-8494.755859,52.11670384,26.05861454,26.0580893,0.00052524,MID1126
1127,147,6,867226.8218,1444530.108,867247.825,1444577.97,867237.3235,1444554.039,-8506.201172,-8494.755859,52.26748778,26.13397417,26.13351361,0.000460552,MID1127
1128,148,6,867231.3562,1444528.036,867252.4191,1444576.036,867241.8878,1444552.037,-8506.201172,-8494.755859,52.41827088,26.20947233,26.20879854,0.000673788,MID1128
1129,149,6,867235.8894,1444525.965,867257.0146,1444574.102,867246.4521,1444550.034,-8506.201172,-8517.318359,52.56905631,26.28477197,26.28428434,0.000487636,MID1129
1130,150,6,867240.4241,1444523.892,867261.6084,1444572.169,867251.0164,1444548.031,-8506.201172,-8517.318359,52.71983968,26.3602531,26.35958659,0.000666507,MID1130
